Typ normy,Strefa,Informacje dotyczące obszaru przekroczenia,Przyczyny przekroczenia,Stanowisko pomiarowe,Data i godzina,Czas trwania,Liczba mieszkańców,Wartość maksymalnego stężenia (µg/m3),Informacje o podjętych ograniczeniach,Dodatkowe informacje,Odnośnik do strony internetowej z informacjami,Odnośnik do strony internetowej z planem działań,Prognoza zmian stężeń,"Obszar geograficzny, na którym spodziewane są przekroczenia",Informacje w sprawie grup ludności objętych ryzykiem,Opis prawdopodobnych symptomów,Zalecane środki ostrożności,"Wskazanie, gdzie można uzyskać dalsze informacje",Identyfikator stacji,Kod stacji,Nazwa stacji,WGS84 φ N,WGS84 λ E,Identyfikator miasta,Nazwa miasta,Gmina,Powiat,Województwo,Ulica
Poziom Alarmowy (PA) - Ochrona Zdrowia (OZ) / S24 > 150 ug/m3,PL1201 Aglomeracja Krakowska,"rejon dzielnic: Bieżanów – Prokocim, Dębniki, Grzegórzki, Łagiewniki - Borek Fałęcki, Podgórze, Podgórze Duchackie","Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Napływ zanieczyszczeń spoza granic strefy",MpKrakBujaka,2024-01-10 00:00:00,24godziny,265840.0,171.5,,,,,,,,,,,401.0,MpKrakBujaka,"Kraków, ul. Bujaka",50.010575,19.949189,415.0,Kraków,Kraków,Kraków,MAŁOPOLSKIE,ul. Bujaka
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,Powiat miasto Nowy Sącz,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpNoSaczNadb,2024-01-09 00:00:00,24godziny,80590.0,119.5,,,,,,,,,,,426.0,MpNoSaczNadb,"Nowy Sącz, ul. Nadbrzeżna",49.619281,20.714403,623.0,Nowy Sącz,Nowy Sącz,Nowy Sącz,MAŁOPOLSKIE,ul. Nadbrzeżna
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1202 miasto Tarnów,powiat miasto Tarnów,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Oddziaływanie emisji związanej z ruchem pojazdów w centrum miasta z intensywnym ruchem",MpTarRoSitko,2024-01-09 00:00:00,24godziny,103960.0,106.4,,,,,,,,,,,10120.0,MpTarRoSitko,"Tarnów, ul. Ks. Romana Sitko",50.018253,20.992578,958.0,Tarnów,Tarnów,Tarnów,MAŁOPOLSKIE,ul. Ks. Romana Sitko
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,powiat suski,"Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",MpSuchaNiesz,2024-01-09 00:00:00,24godziny,83130.0,120.2,,,,,,,,,,,10124.0,MpSuchaNiesz,"Sucha Beskidzka, ul. Nieszczyńskiej",49.743131,19.600339,897.0,Sucha Beskidzka,Sucha Beskidzka,suski,MAŁOPOLSKIE,ul. Nieszczyńskiej
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,gmina Rabka-Zdrój,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpRabkaOrkan,2024-01-09 00:00:00,24godziny,16670.0,104.3,,,,,,,,,,,10446.0,MpRabkaOrkan,"Rabka-Zdrój, ul. Orkana",49.608647,19.966008,767.0,Rabka-Zdrój,Rabka-Zdrój,nowotarski,MAŁOPOLSKIE,Orkana
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,powiat nowotarski z wyłączeniem gminy Rabki-Zdroju,"Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",MpNoTargAlTy,2024-01-09 00:00:00,24godziny,173470.0,126.3,,,,,,,,,,,16894.0,MpNoTargAlTy,"Nowy Targ, al. Tysiąclecia",49.476675,20.034878,626.0,Nowy Targ,Nowy Targ,nowotarski,MAŁOPOLSKIE,al. Tysiąclecia
Poziom Dopuszczalny (PD) - Ochrona Zdrowia (OZ) / > 35 dni z S24 > 50 ug/m3,PL1203 strefa małopolska,powiat nowotarski z wyłączeniem gminy Rabka-Zdrój,"Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpNoTargAlTy,2023-12-19 00:00:00,,173500.0,156.858370833,,,,,,,,,,,16894.0,MpNoTargAlTy,"Nowy Targ, al. Tysiąclecia",49.476675,20.034878,626.0,Nowy Targ,Nowy Targ,nowotarski,MAŁOPOLSKIE,al. Tysiąclecia
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,powiat suski,"Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",MpSuchaNiesz,2023-12-13 00:00:00,24godziny,83200.0,100.8,,,,,,,,,,,10124.0,MpSuchaNiesz,"Sucha Beskidzka, ul. Nieszczyńskiej",49.743131,19.600339,897.0,Sucha Beskidzka,Sucha Beskidzka,suski,MAŁOPOLSKIE,ul. Nieszczyńskiej
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,miasto Nowy Sącz na prawach powiatu,"Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",MpNoSaczNadb,2023-12-09 00:00:00,24godziny,81000.0,106.1,,,,,,,,,,,426.0,MpNoSaczNadb,"Nowy Sącz, ul. Nadbrzeżna",49.619281,20.714403,623.0,Nowy Sącz,Nowy Sącz,Nowy Sącz,MAŁOPOLSKIE,ul. Nadbrzeżna
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,powiat suski,"Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",MpSuchaNiesz,2023-12-09 00:00:00,24godziny,83200.0,116.3,,,,,,,,,,,10124.0,MpSuchaNiesz,"Sucha Beskidzka, ul. Nieszczyńskiej",49.743131,19.600339,897.0,Sucha Beskidzka,Sucha Beskidzka,suski,MAŁOPOLSKIE,ul. Nieszczyńskiej
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,powiat wadowicki,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpWadowiBalyMOB,2023-12-09 00:00:00,24godziny,158230.0,114.4,,,,,,,,,,,,,,,,,,,,,
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,powiat suski,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpSuchaNiesz,2023-12-08 00:00:00,24godziny,83200.0,122.2,,,,,,,,,,,10124.0,MpSuchaNiesz,"Sucha Beskidzka, ul. Nieszczyńskiej",49.743131,19.600339,897.0,Sucha Beskidzka,Sucha Beskidzka,suski,MAŁOPOLSKIE,ul. Nieszczyńskiej
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,powiat tatrzański,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpZakopaSien,2023-12-08 00:00:00,24godziny,66700.0,106.1,,,,,,,,,,,459.0,MpZakopaSien,"Zakopane, ul. Sienkiewicza",49.293564,19.960083,1076.0,Zakopane,Zakopane,tatrzański,MAŁOPOLSKIE,ul. Sienkiewicza
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1201 Aglomeracja Krakowska,rejon Al. Krasińskiego w Krakowie,"Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Unos pyłu związany z posypywaniem dróg piaskiem lub solą w okresie zimowym,Oddziaływanie emisji związanej z ruchem pojazdów w centrum miasta z intensywnym ruchem,Oddziaływanie emisji związanej z ruchem pojazdów na głównej drodze leżącej w pobliżu stacji,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Napływ zanieczyszczeń spoza granic strefy",MpKrakAlKras,2023-12-07 00:00:00,24godziny,3300.0,121.3,,,,,,,,,,,400.0,MpKrakAlKras,"Kraków, Aleja Krasińskiego",50.057678,19.926189,415.0,Kraków,Kraków,Kraków,MAŁOPOLSKIE,al. Krasińskiego
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,powiat tatrzański,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpZakopaSien,2023-12-07 00:00:00,24godziny,66700.0,110.8,,,,,,,,,,,459.0,MpZakopaSien,"Zakopane, ul. Sienkiewicza",49.293564,19.960083,1076.0,Zakopane,Zakopane,tatrzański,MAŁOPOLSKIE,ul. Sienkiewicza
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,powiat wadowicki,"Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",MpWadowiBalyMOB,2023-12-07 00:00:00,24godziny,158000.0,108.7,,,,,,,,,,,,,,,,,,,,,
Poziom Alarmowy (PA) - Ochrona Zdrowia (OZ) / S24 > 150 ug/m3,PL1202 miasto Tarnów,rejon ul. Ks. R. Sitko w Tarnowie,"Oddziaływanie emisji związanej z ruchem pojazdów w centrum miasta z intensywnym ruchem,Unos pyłu związany z posypywaniem dróg piaskiem lub solą w okresie zimowym,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpTarRoSitko,2023-12-07 00:00:00,24godziny,1300.0,193.7,,,,,,,,,,,10120.0,MpTarRoSitko,"Tarnów, ul. Ks. Romana Sitko",50.018253,20.992578,958.0,Tarnów,Tarnów,Tarnów,MAŁOPOLSKIE,ul. Ks. Romana Sitko
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1202 miasto Tarnów,Miasto Tarnów,"Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpTarBitStud,2023-12-07 00:00:00,24godziny,105000.0,122.4,,,,,,,,,,,444.0,MpTarBitStud,"Tarnów, ul. Bitwy pod Studziankami",50.020169,21.004167,958.0,Tarnów,Tarnów,Tarnów,MAŁOPOLSKIE,ul. Bitwy pod Studziankami
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,Powiat nowotarski z wyłączeniem gminy Rabka-Zdrój,"Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń",MpNoTargAlTy,2023-12-07 00:00:00,24godziny,173500.0,119.4,,,,,,,,,,,16894.0,MpNoTargAlTy,"Nowy Targ, al. Tysiąclecia",49.476675,20.034878,626.0,Nowy Targ,Nowy Targ,nowotarski,MAŁOPOLSKIE,al. Tysiąclecia
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,Miasto Nowy Sącz,"Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",MpNoSaczNadb,2023-12-07 00:00:00,24godziny,81000.0,115.9,,,,,,,,,,,426.0,MpNoSaczNadb,"Nowy Sącz, ul. Nadbrzeżna",49.619281,20.714403,623.0,Nowy Sącz,Nowy Sącz,Nowy Sącz,MAŁOPOLSKIE,ul. Nadbrzeżna
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1201 Aglomeracja Krakowska,"dzielnice: Bronowice, Krowodrza, Prądnik Biały, Stare Miasto, Zwierzyniec w Krakowie","Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Napływ zanieczyszczeń spoza granic strefy,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpKrakZloRog,2023-12-07 00:00:00,24godziny,170200.0,103.0,,,,,,,,,,,10123.0,MpKrakZloRog,"Kraków, ul. Złoty Róg",50.081197,19.895358,415.0,Kraków,Kraków,Kraków,MAŁOPOLSKIE,Złoty Róg
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1201 Aglomeracja Krakowska,os. Wadów w Krakowie,"Napływ zanieczyszczeń spoza granic strefy,Oddziaływanie emisji z zakładów przemysłowych, ciepłowni, elektrowni zlokalizowanych w pobliżu,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpKrakWadow,2023-12-07 00:00:00,24godziny,300.0,102.6,,,,,,,,,,,10447.0,MpKrakWadow,"Kraków, os. Wadów",50.100569,20.122561,415.0,Kraków,Kraków,Kraków,MAŁOPOLSKIE,Wadów
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1201 Aglomeracja Krakowska,Dzielnica Swoszowice w Krakowie,"Napływ zanieczyszczeń spoza granic strefy,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń",MpKrakSwoszo,2023-12-07 00:00:00,24godziny,28200.0,122.0,,,,,,,,,,,11303.0,MpKrakSwoszo,"Kraków, os. Swoszowice",49.991442,19.936792,415.0,Kraków,Kraków,Kraków,MAŁOPOLSKIE,Lusińska
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1201 Aglomeracja Krakowska,Dzielnica Nowa Huta w Krakowie,"Napływ zanieczyszczeń spoza granic strefy,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji z zakładów przemysłowych, ciepłowni, elektrowni zlokalizowanych w pobliżu",MpKrakBulwar,2023-12-07 00:00:00,24godziny,,123.9,,,,,,,,,,,402.0,MpKrakBulwar,"Kraków, ul. Bulwarowa",50.069308,20.053492,415.0,Kraków,Kraków,Kraków,MAŁOPOLSKIE,ul. Bulwarowa
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1201 Aglomeracja Krakowska,Os. Swoszowice w Krakowie,"Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Napływ zanieczyszczeń spoza granic strefy",MpKrakSwoszo,2023-12-06 00:00:00,24godziny,28180.0,131.6,,,,,,,,,,,11303.0,MpKrakSwoszo,"Kraków, os. Swoszowice",49.991442,19.936792,415.0,Kraków,Kraków,Kraków,MAŁOPOLSKIE,Lusińska
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1201 Aglomeracja Krakowska,Dzielnica Nowa Huta w Krakowie,"Napływ zanieczyszczeń spoza granic strefy,Oddziaływanie emisji z zakładów przemysłowych, ciepłowni, elektrowni zlokalizowanych w pobliżu,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpKrakBulwar,2023-12-06 00:00:00,24godziny,50400.0,123.4,,,,,,,,,,,402.0,MpKrakBulwar,"Kraków, ul. Bulwarowa",50.069308,20.053492,415.0,Kraków,Kraków,Kraków,MAŁOPOLSKIE,ul. Bulwarowa
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1201 Aglomeracja Krakowska,Rejon al. Krasińskiego w Krakowie,"Oddziaływanie emisji związanej z ruchem pojazdów na głównej drodze leżącej w pobliżu stacji,Oddziaływanie emisji związanej z ruchem pojazdów w centrum miasta z intensywnym ruchem,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Napływ zanieczyszczeń spoza granic strefy,Unos pyłu związany z posypywaniem dróg piaskiem lub solą w okresie zimowym,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń",MpKrakAlKras,2023-12-06 00:00:00,24godziny,3300.0,111.3,,,,,,,,,,,400.0,MpKrakAlKras,"Kraków, Aleja Krasińskiego",50.057678,19.926189,415.0,Kraków,Kraków,Kraków,MAŁOPOLSKIE,al. Krasińskiego
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,Powiat wadowicki,"Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków",MpWadowiBalyMOB,2023-12-06 00:00:00,24godziny,158200.0,134.8,,,,,,,,,,,,,,,,,,,,,
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1202 miasto Tarnów,Rejon ul. Ks. R. Sitko w Tarnowie,"Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Unos pyłu związany z posypywaniem dróg piaskiem lub solą w okresie zimowym,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Oddziaływanie emisji związanej z ruchem pojazdów na głównej drodze leżącej w pobliżu stacji",MpTarRoSitko,2023-12-06 00:00:00,24godziny,1300.0,114.5,,,,,,,,,,,10120.0,MpTarRoSitko,"Tarnów, ul. Ks. Romana Sitko",50.018253,20.992578,958.0,Tarnów,Tarnów,Tarnów,MAŁOPOLSKIE,ul. Ks. Romana Sitko
Poziom Alarmowy (PA) - Ochrona Zdrowia (OZ) / S24 > 150 ug/m3,PL1203 strefa małopolska,Powiat nowotarski z wyłączeniem gminy Rabka-Zdrój,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń",MpNoTargAlTy,2023-12-06 00:00:00,24godziny,173500.0,156.9,,,,,,,,,,,16894.0,MpNoTargAlTy,"Nowy Targ, al. Tysiąclecia",49.476675,20.034878,626.0,Nowy Targ,Nowy Targ,nowotarski,MAŁOPOLSKIE,al. Tysiąclecia
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,powiat wadowicki,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń",MpWadowiBalyMOB,2023-12-05 00:00:00,24godziny,158000.0,116.6,,,,,,,,,,,,,,,,,,,,,
Poziom Dopuszczalny (PD) - Ochrona Zdrowia (OZ) / > 35 dni z S24 > 50 ug/m3,PL1203 strefa małopolska,powiat suski,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń",MpSuchaNiesz,2023-12-01 00:00:00,,83200.0,110.458379167,,,,,,,,,,,10124.0,MpSuchaNiesz,"Sucha Beskidzka, ul. Nieszczyńskiej",49.743131,19.600339,897.0,Sucha Beskidzka,Sucha Beskidzka,suski,MAŁOPOLSKIE,ul. Nieszczyńskiej
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1203 strefa małopolska,powiat nowotarski z wyłączeniem gminy Rabki-Zdroju,"Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie",MpNoTargAlTy,2023-03-02 00:00:00,24godziny,173500.0,105.9,,,,,,,,,,,16894.0,MpNoTargAlTy,"Nowy Targ, al. Tysiąclecia",49.476675,20.034878,626.0,Nowy Targ,Nowy Targ,nowotarski,MAŁOPOLSKIE,al. Tysiąclecia
Próg Informowania (PI) - Ochrona Zdrowia (OZ) / S24 > 100 ug/m3,PL1202 miasto Tarnów,Miasto Tarnów,"Niekorzystne warunki klimatyczne/meteorologiczne, rozumiane jako wystąpienie niekorzystnej sytuacji meteorologicznej, z punktu widzenia zanieczyszczenia powietrza w rozważanym okresie,Oddziaływanie emisji związanych z indywidualnym ogrzewaniem budynków,Szczególne lokalne warunki rozprzestrzeniania się zanieczyszczeń",MpTarBitStud,2023-03-01 00:00:00,24godziny,105000.0,101.4,,,,,,,,,,,444.0,MpTarBitStud,"Tarnów, ul. Bitwy pod Studziankami",50.020169,21.004167,958.0,Tarnów,Tarnów,Tarnów,MAŁOPOLSKIE,ul. Bitwy pod Studziankami
